count	reward_sum	squared_reward_sum	length
290	-70.8951441016951	8.152412345709305	2000
291	-51.30689155840451	3.0319712735571733	2000
292	-59.53277549366157	6.266773429986309	2000
293	-101.52160392476239	6.865916758780786	2000
294	-93.97667057849334	6.889384435986245	2000
295	-65.66633557267564	6.447920460379832	2000
296	-96.80374079316732	10005.688197295638	354
297	-61.91108852779768	3.7964780407246166	2000
298	-132.7749980433041	10005.131433863098	1545
299	-102.87888858895967	10001.544310753436	121
300	-83.22427820670734	6.662106651481505	2000
301	-73.60371616300388	5.632725616855808	2000
302	-51.36121233703404	8.920026577044814	2000
303	-63.77915237885296	7.833243545206169	2000
304	-105.57962704525173	10003.969352448737	87
305	-62.99089341554957	5.894250242775913	2000
306	-60.42399012927292	8.282307377836734	2000
307	-62.5221715772413	5.332243438978887	2000
308	-70.67443092765272	3.8917554490936475	2000
309	-48.186835268485	5.716182103261882	2000
310	-70.29300474247836	10012.907581912981	256
311	-60.92324770308671	3.655263603111809	2000
312	-95.86005799568485	10004.512319637868	120
313	-124.8506545548095	10003.622291083724	703
314	-82.56950287010523	6.628373316427784	2000
315	-91.76698758272755	10002.918987395218	114
316	-111.63397383321865	10006.480076508828	211
317	-92.50449202667788	10014.387939148752	563
318	-109.04045084927627	10025.314794400982	991
319	-96.59107040807544	10002.669819134457	173
320	-103.35033282876074	10010.746035240802	412
321	-106.17115171131005	10003.949139212167	477
322	-103.44784250245232	10004.165860443736	143
323	-91.83644805727575	10005.340277666606	100
324	-92.49380783401402	10006.68072519022	190
325	-102.54162406320759	10001.042140034499	102
326	-110.31724725173535	10006.29095208151	184
327	-58.237591610317175	8.001068714910923	2000
328	-99.60760857661607	10001.44230520658	205
329	-118.00278652931874	10014.379166625782	699
330	-33.29368489939065	11.15314196078316	2000
331	-72.68739680880863	5.9259122214075415	2000
332	-49.09121177197532	4.605338795270274	2000
333	-58.0022654140344	4.067347360687885	2000
334	-98.10709002852327	45.862859954434775	2000
335	-64.17110170201983	3.409362624301256	2000
336	-80.04432510865375	5.519723674232108	2000
337	-61.99612584705698	5.020632026604383	2000
338	-69.56666656051348	3.6794438100096114	2000
339	-70.46793627312005	4.691251004194823	2000
340	-108.07051912410739	6.549663761516368	2000
341	-87.58797112297478	6.685392969989553	2000
342	-176.6050859261174	10007.453383871407	1971
343	-74.85293001994863	7.127872103983082	2000
344	-70.34399270405713	7.7158831258153056	2000
345	-88.6606213755489	6.547184311875586	2000
346	-121.07184273499877	9.140393768155187	2000
347	-66.85220181391308	5.449200005087952	2000
348	-73.88136752153132	4.6752542201189105	2000
349	-68.12939167032583	8.318286578934895	2000
350	-143.0362668435061	10004.158198159901	1202
351	-91.53477064791431	7.948510476179318	2000
352	-62.79087556771218	2.86020000789569	2000
353	-86.25902828580716	17.904362394491507	2000
354	-45.2355571381628	6.147193334052164	2000
355	-98.12514069239967	10004.004117536531	373
356	-76.39250085880153	13.648580579671574	2000
357	-103.53689846971707	10001.355779776903	54
358	-58.72086218997031	9.323049438002627	2000
359	-64.89515366213479	5.139963405604332	2000
360	-95.15797068954576	10001.693407946459	75
361	-70.405110298836	10.31611824659485	2000
362	-61.77363567384905	10.75377708032841	2000
363	-59.622227527061376	10.059662799135136	2000
364	-90.0076618999555	10005.647166524072	184
365	-99.30251929721143	10001.703830824792	108
366	-61.936170243786975	4.033515828869143	2000
367	-50.08535297631619	6.0633575397397435	2000
368	-84.27045990055677	20.6966999982166	2000
369	-77.48955903002124	10015.084725085739	498
